mode,batch_size,repeat_index,wall_s,host_ownership_copy_s,h2d_cuda_s,forward_cuda_s,images_per_s,host_input_bytes,device_input_bytes,logical_h2d_gbps,output_sum,output_norm_error
r2_pageable_fp32,64,27,0.031629426404833794,0.02055206522345543,0.0041223039627075195,0.006867968082427979,2023.432204582096,38535168,19267584,9.347968599261224,-99.87991333007812,0.0
r2_pageable_fp32,64,28,0.03758053295314312,0.026262938976287842,0.0043302721977233885,0.0068832640647888185,1703.0093766844047,38535168,19267584,8.899017484457351,-99.87991333007812,0.0
r1_pinned_fp16,64,28,0.0077390242367982864,0.0,0.0008021119832992554,0.006878176212310791,8269.776400968794,19267584,19267584,24.02106489015209,-99.87991333007812,0.0
r0_gpu_resident,64,28,0.006883665919303894,0.0,0.0,0.006854144096374512,9297.371596800554,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,29,0.0379115529358387,0.026440167799592018,0.004484096050262451,0.006886144161224365,1688.1397633147142,38535168,19267584,8.59374276733982,-99.87991333007812,0.0
r1_pinned_fp16,64,29,0.007729340344667435,0.0,0.0008022400140762329,0.006869247913360596,8280.137391563352,19267584,19267584,24.017231329686698,-99.87991333007812,0.0
r0_gpu_resident,64,29,0.006880013272166252,0.0,0.0,0.006851712226867676,9302.307636370135,0,19267584,,-99.87991333007812,0.0
r0_gpu_resident,64,30,0.00690649077296257,0.0,0.0,0.006876287937164306,9266.645262243203,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,30,0.03276357613503933,0.02163706347346306,0.004147071838378907,0.006886496067047119,1953.3887185030014,38535168,19267584,9.2921390083909,-99.87991333007812,0.0
r1_pinned_fp16,64,30,0.007768306881189346,0.0,0.0008033919930458069,0.00690937614440918,8238.60346647395,19267584,19267584,23.982793165454687,-99.87991333007812,0.0
r2_pageable_fp32,256,1,0.13320214673876762,0.08872768469154835,0.016329055786132814,0.02797670364379883,1921.8909474639333,154140672,77070336,9.43965615763904,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,1,0.03239567205309868,0.0,0.0032725119590759277,0.028782623291015625,7902.290144819309,77070336,77070336,23.550818748348487,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,1,0.02747371979057789,0.0,0.0,0.02743654441833496,9317.995595477945,0,77070336,,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,2,0.027672868221998215,0.0,0.0,0.02763932800292969,9250.938426270388,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,2,0.13516823202371597,0.09093761444091797,0.016349983215332032,0.027771583557128908,1893.936142888097,154140672,77070336,9.427573714904865,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,2,0.030978385359048843,0.0,0.0031208319664001467,0.02778883171081543,8263.826440044653,77070336,77070336,24.69544558302509,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,3,0.03105880692601204,0.0,0.0031045761108398438,0.027903520584106445,8242.428648654808,77070336,77070336,24.82475328303389,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,3,0.02749800682067871,0.0,0.0,0.027463872909545897,9309.765673906446,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,3,0.13626112043857574,0.08397645503282547,0.0242761287689209,0.027906112670898438,1878.7457432907324,154140672,77070336,6.349474970545384,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,4,0.028146490454673767,0.0,0.0,0.028100032806396485,9095.272478544153,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,4,0.03099319338798523,0.0,0.0031088640689849855,0.0278287353515625,8259.878122118276,77070336,77070336,24.79051328389624,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,4,0.13130035251379013,0.08703400008380413,0.016254304885864258,0.027909120559692382,1949.728200258358,154140672,77070336,9.483067598544322,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,5,0.13306430354714394,0.08875667303800583,0.016269664764404296,0.027934848785400392,1923.8818614437841,154140672,77070336,9.474114816258401,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,5,0.027994580566883087,0.0,0.0,0.02794704055786133,9144.627096247401,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,5,0.031077928841114044,0.0,0.0031070399284362795,0.027916543960571288,8237.357171026433,77070336,77070336,24.80506777355391,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,6,0.02749021165072918,0.0,0.0,0.027440544128417968,9312.405566481319,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,6,0.13676068931818008,0.09226563945412636,0.016499488830566407,0.02787721633911133,1871.8829312449875,154140672,77070336,9.342148328525433,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,6,0.030955839902162552,0.0,0.0031198720932006834,0.02776188850402832,8269.845069915742,77070336,77070336,24.703043489495553,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,7,0.12811912037432194,0.08357182890176773,0.016552608489990236,0.027896831512451172,1998.140474677411,154140672,77070336,9.312168054552405,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,7,0.027955668047070503,0.0,0.0,0.027915103912353516,9157.35583814197,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,7,0.031089743599295616,0.0,0.0031090879440307615,0.02792470359802246,8234.226801593824,77070336,77070336,24.78872820177693,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,8,0.030743570998311043,0.0,0.003104928016662598,0.027588768005371092,8326.944193114841,77070336,77070336,24.821939699214283,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,8,0.027844326570630074,0.0,0.0,0.027810527801513673,9193.9734778871,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,8,0.12689495086669922,0.08264314197003841,0.01623200035095215,0.027922431945800782,2017.4167549733577,154140672,77070336,9.496098365409308,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,9,0.027957042679190636,0.0,0.0,0.027911264419555663,9156.905576087609,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,9,0.12808934971690178,0.08371150493621826,0.016353408813476564,0.02792038345336914,1998.6048845263208,154140672,77070336,9.425598892444695,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,9,0.031095732003450394,0.0,0.003126719951629639,0.0279051513671875,8232.641057351348,77070336,77070336,24.648941124334186,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,10,0.031070159748196602,0.0,0.003118880033493042,0.027892576217651368,8239.416922047172,77070336,77070336,24.710901083836745,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,10,0.02767043560743332,0.0,0.0,0.027636287689208984,9251.75171189675,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,10,0.13426192663609982,0.08994531631469727,0.016267711639404298,0.027947008132934572,1906.7207391851007,154140672,77070336,9.47525229219298,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,11,0.02842693217098713,0.0,0.0,0.028295520782470704,9005.544406275281,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,11,0.03108249045908451,0.0,0.0031095681190490723,0.027911487579345702,8236.148269296054,77070336,77070336,24.784900362166255,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,11,0.13503858260810375,0.08324995823204517,0.02362544059753418,0.02793907165527344,1895.7544951648306,154140672,77070336,6.52435121214577,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,12,0.02796339802443981,0.0,0.0,0.02792255973815918,9154.824452173438,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,12,0.031081276014447212,0.0,0.003111392021179199,0.027912288665771483,8236.470081891295,77070336,77070336,24.770371420696385,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,12,0.13164651207625866,0.08732161112129688,0.01630134391784668,0.027912832260131835,1944.601463134149,154140672,77070336,9.455703331996272,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,13,0.031101834028959274,0.0,0.0031170880794525145,0.027904544830322266,8231.02585402634,77070336,77070336,24.725106906037972,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,13,0.12960324436426163,0.0851532518863678,0.016318880081176757,0.028029727935791015,1975.2591939788858,154140672,77070336,9.445542294155082,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,13,0.02821780927479267,0.0,0.0,0.02817487907409668,9072.284722991875,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,14,0.14073661901056767,0.08399013429880142,0.028724288940429686,0.02792140769958496,1819.0006396329402,154140672,77070336,5.366213670934275,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,14,0.03104446828365326,0.0,0.0031267518997192384,0.02785209655761719,8246.235614697227,77070336,77070336,24.648689269820355,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,14,0.027543988078832626,0.0,0.0,0.027509536743164063,9294.22417942209,0,77070336,,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,15,0.02759440802037716,0.0,0.0,0.027525632858276368,9277.241961884312,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,15,0.12980204075574875,0.08544058166444302,0.01626553535461426,0.02798899269104004,1972.23401503926,154140672,77070336,9.47652005541108,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,15,0.03144683875143528,0.0,0.0031180160045623777,0.02821683120727539,8140.72288866606,77070336,77070336,24.717748686096638,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,16,0.03118009865283966,0.0,0.0031137280464172364,0.028015071868896485,8210.36529904261,77070336,77070336,24.75178784116352,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,16,0.1335147563368082,0.08316252380609512,0.021968448638916015,0.02800351905822754,1917.391058664759,154140672,77070336,7.016456852895269,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,16,0.027742495760321617,0.0,0.0,0.02770515251159668,9227.720613591695,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,17,0.13711578771471977,0.09270787425339222,0.01635446357727051,0.02794086456298828,1867.0351843992482,154140672,77070336,9.424990998434534,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,17,0.02796234004199505,0.0,0.0,0.02792025566101074,9155.170833897599,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,17,0.031086038798093796,0.0,0.0031103360652923583,0.027920927047729492,8235.208148028754,77070336,77070336,24.77878093625092,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,18,0.027873829007148743,0.0,0.0,0.0278407039642334,9184.242320434132,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,18,0.1338178925216198,0.08927364833652973,0.016497440338134765,0.027936767578125,1913.0476140075236,154140672,77070336,9.34330834606476,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,18,0.03138521686196327,0.0,0.0032344961166381834,0.02798089599609375,8156.706424108046,77070336,77070336,23.827617415755032,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,19,0.027764881029725075,0.0,0.0,0.0277346248626709,9220.280818993118,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,19,0.13468725234270096,0.09010956063866615,0.01656447982788086,0.02790297508239746,1900.699550605045,154140672,77070336,9.305494262521592,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,19,0.031135309487581253,0.0,0.0031315200328826905,0.02793052864074707,8222.176179173974,77070336,77070336,24.611158539852497,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,20,0.03105689212679863,0.0,0.0031082239151000975,0.027894624710083006,8242.936832018057,77070336,77070336,24.795619011096253,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,20,0.027564112097024918,0.0,0.0,0.0275281925201416,9287.438648445741,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,20,0.1278923749923706,0.08358121663331985,0.016267391204833986,0.02794291114807129,2001.6830558918905,154140672,77070336,9.475438935420442,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,21,0.028414864093065262,0.0,0.0,0.028365983963012695,9009.369151354753,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,21,0.030756644904613495,0.0,0.0031071040630340574,0.027592704772949218,8323.404610416399,77070336,77070336,24.804555765261867,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,21,0.1271716821938753,0.08270862884819508,0.016336544036865235,0.028031904220581053,2013.0267649501075,154140672,77070336,9.43532926255176,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,22,0.027872169390320778,0.0,0.0,0.02782383918762207,9184.789185763977,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,22,0.030965950340032578,0.0,0.0031066880226135254,0.027808607101440428,8267.144950789541,77070336,77070336,24.807877533568362,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,22,0.1319382432848215,0.08750829845666885,0.01628028869628906,0.02802777671813965,1940.3017171250365,154140672,77070336,9.467932349082663,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,23,0.027948150411248207,0.0,0.0,0.02789596748352051,9159.81903034873,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,23,0.13269748911261559,0.088393060490489,0.016284032821655272,0.027913215637207032,1929.2000301734572,154140672,77070336,9.465755423620646,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,23,0.031104642897844315,0.0,0.0031195199489593506,0.027917440414428712,8230.282560734426,77070336,77070336,24.705832070639623,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,24,0.031079931184649467,0.0,0.00310752010345459,0.02791484832763672,8236.826474263227,77070336,77070336,24.80123488640408,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,24,0.02798740565776825,0.0,0.0,0.027951583862304688,9146.971431735547,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,24,0.13621922209858894,0.08344145677983761,0.024647775650024413,0.028030815124511718,1879.3236083430243,154140672,77070336,6.253735598240376,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,25,0.031243206933140755,0.0,0.0031217920780181887,0.02805574417114258,8193.781148901584,77070336,77070336,24.687850463419288,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,25,0.13355314545333385,0.08911553025245667,0.016273120880126953,0.028054527282714844,1916.8399151591045,154140672,77070336,9.472102686107343,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,25,0.02780105546116829,0.0,0.0,0.027761823654174806,9208.28348972482,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,26,0.030963703989982605,0.0,0.0031092479228973387,0.027800703048706056,8267.744714353983,77070336,77070336,24.787452757444427,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,26,0.134320680052042,0.08986439369618893,0.016346784591674806,0.028010496139526365,1905.8867175241655,154140672,77070336,9.42941843611873,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,26,0.027956007048487663,0.0,0.0,0.027907360076904298,9157.244793792854,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,27,0.12851284630596638,0.08407150022685528,0.016390560150146484,0.027921056747436522,1992.0187542225096,154140672,77070336,9.404234546469873,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,27,0.031123695895075798,0.0,0.0031368639469146727,0.027913503646850586,8225.244227518067,77070336,77070336,24.569231341959895,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,27,0.027968626469373703,0.0,0.0,0.027932928085327147,9153.11305259577,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,28,0.13772930391132832,0.08771377988159657,0.021951263427734374,0.02795008087158203,1858.7184624472923,154140672,77070336,7.021949898576253,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,28,0.030984340235590935,0.0,0.003119488000869751,0.027799999237060547,8262.238216256716,77070336,77070336,24.706085094256448,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,28,0.027522411197423935,0.0,0.0,0.02748624038696289,9301.510618515913,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,29,0.031002575531601906,0.0,0.003110624074935913,0.027803455352783203,8257.378479379919,77070336,77070336,24.7764866931366,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,29,0.13653347082436085,0.0920884758234024,0.016270048141479494,0.028064767837524415,1874.9981118499732,154140672,77070336,9.473891574237435,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,29,0.027973052114248276,0.0,0.0,0.027935359954833986,9151.664929319762,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,30,0.03114202432334423,0.0,0.0031088640689849855,0.02797536087036133,8220.403315532092,77070336,77070336,24.79051328389624,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,30,0.02779533714056015,0.0,0.0,0.027739967346191406,9210.177905215396,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,30,0.1415366344153881,0.09623253159224987,0.017202207565307617,0.02795523262023926,1808.7190009667718,154140672,77070336,8.960516922889692,-399.285400390625,5.960464477539063e-08
