phase,repeat_index,variant,processor_class,processor_backend,processor_output_kind,batch_size,rows,cpu_preprocess_s,actor_service_s,actor_call_wall_s,profiled_e2e_s,images_per_s,work_units,cosine_to_production_mean,cosine_to_production_min,max_abs_to_production,model_revision,processor_revision,dtype,normalized,dataset_rows,db_fetch_s,batch_sizes,warmup,repeats,seed,variants,skipped_variants,transformers_version,torch_version,gpu_name,server_version,pgvector_version
formal,28,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.008202128112316132,0.004102185368537903,0.004178738221526146,0.012380866333842278,80.76979211596577,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,28,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.009539242833852768,0.0041190944612026215,0.0041951462626457214,0.01373438909649849,72.80993664690516,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,29,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.005575772374868393,0.0041452329605817795,0.004222240298986435,0.009798012673854828,102.06151321567647,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,29,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.005400143563747406,0.0041633788496255875,0.004240499809384346,0.009640643373131752,103.72751706457441,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,29,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.004347756505012512,0.004085255786776543,0.004161600023508072,0.008509356528520584,117.517699093736,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,29,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.005288563668727875,0.004075540229678154,0.004151947796344757,0.009440511465072632,105.9264642281017,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,0,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.07940058037638664,0.004583030939102173,0.00468861497938633,0.08408919535577297,190.27414797234772,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,0,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.09529490955173969,0.0047492776066064835,0.00486547127366066,0.10016038082540035,159.7438015725121,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,0,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.09326581656932831,0.004628341645002365,0.004749182611703873,0.09801499918103218,163.240321723089,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,0,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.08950378745794296,0.00447632372379303,0.004584623500704765,0.09408841095864773,170.05282411488562,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,1,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.09203618206083775,0.0044804830104112625,0.004589827731251717,0.09662600979208946,165.58688529545262,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,1,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.08952082693576813,0.004692133516073227,0.0048092808574438095,0.09433010779321194,169.61710713905674,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,1,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.07771764881908894,0.004568103700876236,0.004681192338466644,0.08239884115755558,194.1774881203275,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,1,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08919638209044933,0.004956096410751343,0.0050733331590890884,0.09426971524953842,169.7257699108022,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,2,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.0937026608735323,0.004531620070338249,0.0046425461769104,0.0983452070504427,162.6922193757075,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,2,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08803342841565609,0.004570279270410538,0.004686031490564346,0.09271945990622044,172.56355910811965,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,2,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.08999067917466164,0.004539757966995239,0.004651051014661789,0.09464173018932343,169.05861682783316,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,2,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08045118860900402,0.005453228950500488,0.005572887137532234,0.08602407574653625,185.99444238311665,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.0744191575795412,0.00524301640689373,0.0053507983684539795,0.07976995594799519,200.57676865750005,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08927236497402191,0.0056037455797195435,0.005722932517528534,0.09499529749155045,168.42938990135963,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.08937626332044601,0.00532369501888752,0.0054443348199129105,0.09482059814035892,168.7397075508412,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.08615690283477306,0.00559379905462265,0.005721695721149445,0.09187859855592251,174.14283904495448,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.09325072728097439,0.005377557128667831,0.0055096205323934555,0.09876034781336784,162.0083399284495,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.09125025011599064,0.004952611401677132,0.005089243873953819,0.09633949398994446,166.0793443825854,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.0753419529646635,0.004766283556818962,0.004875237122178078,0.08021719008684158,199.4584949021364,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.09246781095862389,0.0047608911991119385,0.004875633865594864,0.09734344482421875,164.36648640175562,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08918481692671776,0.004863111302256584,0.004980020225048065,0.09416483715176582,169.91480561064148,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.09423392079770565,0.005109546706080437,0.005236135795712471,0.09947005659341812,160.8524268303142,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.09058642201125622,0.004500461742281914,0.0046118758618831635,0.09519829787313938,168.07023189974987,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.07528363727033138,0.004479868337512016,0.0045881737023591995,0.07987181097269058,200.3209869057639,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.09568159654736519,0.004499133676290512,0.004616297781467438,0.10029789432883263,159.52478471325676,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.07578033208847046,0.004682760685682297,0.004835344851016998,0.08061567693948746,198.4725627499237,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.09720023535192013,0.0049924105405807495,0.005102748051285744,0.10230298340320587,156.39817596461813,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.09283259697258472,0.004793686792254448,0.0049093179404735565,0.09774191491305828,163.69640408858416,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.07746783085167408,0.0045252274721860886,0.0046344343572855,0.08210226520895958,194.87891057911966,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.07889527827501297,0.0048906076699495316,0.004999630153179169,0.08389490842819214,190.71479187196232,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.06685431487858295,0.004938142374157906,0.005053704604506493,0.07190801948308945,222.50647584255478,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08179538697004318,0.004551790654659271,0.0046669915318489075,0.08646237850189209,185.05158286444626,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.08519034087657928,0.004493420943617821,0.004601754248142242,0.08979209512472153,178.18940495570288,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08507433906197548,0.005578421056270599,0.005708204582333565,0.09078254364430904,176.24533701863294,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,16,16,0.07338374108076096,0.005368504673242569,0.005499504506587982,0.07888324558734894,202.83141091453814,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,16,16,0.08382539637386799,0.005600389093160629,0.005739264190196991,0.08956466056406498,178.64188731620672,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,9,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,16,16,0.08687725476920605,0.005347307771444321,0.00548231415450573,0.09235956892371178,173.23597529148134,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,9,production_np,CLIPProcessor,legacy_or_unspecified,np,16,16,0.08848384581506252,0.005280470475554466,0.005403820425271988,0.09388766624033451,170.41642039587023,802816,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
